Player,Club,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
Allan Saint-Maximin,Nice,FRA,FW,21,34,34,2900,32.2,6,3,9,5,1,2,2,0,7.8,6.3,6.6,12.8,202,93,309
Christophe Hérelle,Nice,MTQ,DF,25,33,33,2937,32.6,0,0,0,0,0,0,9,1,2.2,2.2,0.3,2.5,16,140,4
Wylan Cyprien,Nice,FRA,MF,23,29,27,2360,26.2,4,1,5,3,1,2,2,1,5.2,3.6,5.2,8.8,29,197,44
Pierre Lees-Melou,Nice,FRA,MF,25,30,26,2394,26.6,2,1,3,2,0,0,5,1,3.3,3.3,2.3,5.6,35,143,81
Youcef Atal,Nice,ALG,"DF,FW",22,29,25,2263,25.1,6,0,6,6,0,1,8,0,4.6,3.9,2.6,6.5,137,86,275
Danilo Barbosa,Nice,BRA,MF,22,22,18,1548,17.2,0,0,0,0,0,0,1,1,1.9,1.9,0.9,2.7,27,62,63
Patrick Burner,Nice,MTQ,DF,22,17,15,1352,15.0,0,0,0,0,0,0,3,0,0.2,0.2,1.5,1.8,20,45,49
Jean-Victor Makengo,Nice,FRA,"MF,FW",20,25,11,1029,11.4,1,0,1,1,0,0,3,0,1.4,1.4,1.0,2.5,34,43,55
Christophe Jallet,Nice,FRA,DF,34,14,11,885,9.8,1,0,1,1,0,0,3,0,0.5,0.5,0.2,0.7,10,83,46
Myziane Maolida,Nice,COM,FW,19,14,10,952,10.6,0,3,3,0,0,0,2,0,2.5,2.5,1.8,4.3,35,46,113
Olivier Boscagli,Nice,FRA,DF,20,14,10,863,9.6,0,1,1,0,0,0,1,0,0.3,0.3,0.9,1.2,15,55,35
Ignatius Ganago,Nice,CMR,FW,19,20,9,1036,11.5,2,0,2,2,0,0,1,0,2.9,2.9,1.0,3.9,21,14,74
Mario Balotelli,Nice,ITA,FW,27,10,9,752,8.4,0,1,1,0,0,0,5,0,3.1,3.1,1.5,4.6,10,25,60
Rémi Walter,Nice,FRA,MF,23,19,8,833,9.3,2,0,2,0,2,3,1,0,2.6,0.2,0.4,0.6,19,39,23
Bassem Srarfi,Nice,TUN,"FW,MF",21,22,8,817,9.1,1,0,1,1,0,0,2,0,1.6,1.6,1.1,2.7,32,26,85
Racine Coly,Nice,SEN,"DF,MF",22,9,6,503,5.6,0,1,1,0,0,0,2,0,0.2,0.2,0.3,0.5,13,20,27
Ihsan Sacko,Nice,FRA,FW,21,13,4,442,4.9,0,1,1,0,0,0,0,1,0.8,0.7,0.8,1.5,7,8,38
Andy Pelmard,Nice,FRA,DF,18,4,4,275,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,10,0
Yoan Cardinale,Nice,FRA,GK,24,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Eddy Sylvestre,Nice,FRA,"FW,MF",18,5,3,266,3.0,0,1,1,0,0,0,0,0,0.6,0.6,0.1,0.7,5,10,23
Mickaël Le Bihan,Nice,FRA,FW,28,5,2,204,2.3,1,0,1,0,1,1,2,0,1.3,0.5,0.1,0.6,1,2,12
Mohamed Lamine Diaby,Nice,FRA,FW,17,6,2,162,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,12
Maxime Pélican,Nice,FRA,"FW,MF",20,2,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1
Assil Jaziri,Nice,TUN,FW,18,3,0,37,0.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,3,4,6
Pedro Brazão,Nice,POR,"MF,FW",15,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1
Paul Wade,Nice,FRA,MF,18,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Yunis Abdelhamid,Reims,MAR,DF,30,38,38,3420,38.0,0,0,0,0,0,0,2,0,1.6,1.6,0.1,1.8,16,71,1
Edouard Mendy,Reims,SEN,GK,26,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,2,0
Xavier Chavalerin,Reims,FRA,MF,27,36,36,3240,36.0,2,2,4,2,0,0,8,0,1.0,1.0,3.6,4.6,25,148,49
Alaixys Romao,Reims,TOG,MF,34,36,36,3160,35.1,0,3,3,0,0,0,8,1,1.7,1.7,2.6,4.4,25,155,12
Björn Engels,Reims,BEL,DF,23,33,33,2970,33.0,1,1,2,1,0,0,4,0,1.1,1.1,1.3,2.5,20,104,4
Thomas Foket,Reims,BEL,DF,23,32,32,2880,32.0,0,0,0,0,0,0,7,0,0.1,0.1,0.9,1.0,43,104,110
Remi Oudin,Reims,FRA,"FW,MF",21,37,32,2612,29.0,10,4,14,10,0,0,4,0,8.5,8.5,3.0,11.5,42,58,202
Mathieu Cafaro,Reims,FRA,"FW,MF",21,34,24,2095,23.3,7,3,10,7,0,0,5,0,3.6,3.6,2.9,6.5,62,79,133
Pablo Chavarría,Reims,ARG,FW,30,30,23,1973,21.9,5,3,8,5,0,0,3,0,5.8,5.8,1.6,7.3,28,27,141
Ghislain Konan,Reims,CIV,DF,22,20,20,1800,20.0,0,1,1,0,0,0,0,0,0.0,0.0,1.4,1.5,88,87,57
Moussa Doumbia,Reims,MLI,"FW,MF",23,28,18,1600,17.8,3,1,4,3,0,0,5,0,1.4,1.4,2.0,3.5,75,73,128
Tristan Dingomé,Reims,CMR,MF,27,20,17,1344,14.9,1,3,4,1,0,0,5,0,0.4,0.4,2.2,2.6,7,93,78
Baba Rahman,Reims,GHA,DF,24,11,11,964,10.7,1,1,2,1,0,0,3,0,0.2,0.2,0.7,0.9,23,46,21
Hassane Kamara,Reims,CIV,"DF,FW",24,16,9,926,10.3,0,0,0,0,0,0,1,0,0.9,0.9,0.5,1.4,24,31,17
Arber Zeneli,Reims,KVX,FW,23,15,8,810,9.0,3,3,6,1,2,2,0,0,3.1,1.6,2.1,3.7,39,37,94
Boulaye Dia,Reims,SEN,FW,21,18,8,747,8.3,3,0,3,3,0,0,2,0,3.7,3.7,0.8,4.5,20,12,63
Marvin Martin,Reims,FRA,MF,30,13,8,623,6.9,0,1,1,0,0,0,1,0,0.3,0.3,1.1,1.4,6,36,30
Suk Hyun-jun,Reims,KOR,FW,27,22,7,793,8.8,3,0,3,3,0,0,3,0,3.3,3.3,0.5,3.8,11,15,46
Thomas Fontaine,Reims,MAD,"DF,MF",27,7,4,420,4.7,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,2,8,0
Nolan Mbemba,Reims,CGO,"MF,DF",23,8,4,357,4.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6,26,7
Romain Métanire,Reims,MAD,DF,28,5,4,313,3.5,0,0,0,0,0,0,1,1,0.5,0.5,0.0,0.5,6,10,4
Sheyi Ojo,Reims,ENG,"FW,MF",21,15,3,468,5.2,0,0,0,0,0,0,0,0,1.3,1.3,0.2,1.4,14,7,47
Aly Ndom,Reims,FRA,MF,22,11,3,363,4.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,11,27,3
Axel Disasi,Reims,FRA,DF,20,4,1,159,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,3
Moreto Cassamã,Reims,GNB,MF,20,1,1,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,2
Virgile Pinson,Reims,FRA,MF,22,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
Grejohn Kyei,Reims,FRA,FW,22,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Paul Bernardoni,Nimes,FRA,GK,21,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Renaud Ripart,Nimes,FRA,"FW,DF",25,38,34,3006,33.4,8,4,12,8,0,0,2,0,6.8,6.8,3.7,10.5,63,85,187
Anthony Briançon,Nimes,FRA,DF,23,33,33,2924,32.5,2,2,4,2,0,0,9,1,3.1,3.1,0.4,3.5,14,75,1
Téji Savanier,Nimes,FRA,MF,26,32,32,2864,31.8,6,14,20,2,4,4,6,1,5.6,2.4,10.4,12.8,61,244,41
Denis Bouanga,Nimes,GAB,"MF,FW",23,35,29,2633,29.3,8,2,10,8,0,0,5,0,7.8,7.8,3.2,11.0,102,47,195
Sada Thioub,Nimes,SEN,"MF,FW",23,38,27,2476,27.5,3,5,8,3,0,0,3,0,3.8,3.8,2.8,6.6,149,89,225
Faitout Maouassa,Nimes,FRA,DF,20,27,25,2137,23.7,0,1,1,0,0,0,2,1,0.7,0.7,0.7,1.4,75,76,67
Antonin Bobichon,Nimes,FRA,MF,22,30,24,2153,23.9,7,2,9,7,0,0,2,0,1.9,1.9,2.4,4.3,41,94,45
Sofiane Alakouch,Nimes,MAR,DF,20,25,23,1895,21.1,1,0,1,1,0,0,4,0,0.5,0.5,1.5,2.0,43,79,64
Jordan Ferri,Nimes,FRA,MF,26,24,21,1874,20.8,2,1,3,2,0,0,5,0,0.7,0.7,2.9,3.5,55,170,57
Theo Valls,Nimes,FRA,MF,22,31,20,1770,19.7,0,0,0,0,0,0,2,0,1.2,1.2,1.0,2.2,21,76,35
Loïck Landre,Nimes,FRA,DF,26,22,19,1591,17.7,3,0,3,3,0,0,6,1,1.6,1.6,0.0,1.6,6,26,2
Hervé Lybohy,Nimes,NIG,DF,35,17,15,1480,16.4,2,0,2,2,0,0,3,0,0.5,0.5,0.0,0.5,8,18,1
Baptiste Guillaume,Nimes,BEL,FW,23,24,15,1183,13.1,2,1,3,2,0,0,4,0,3.3,3.3,0.8,4.1,9,26,61
Gaëtan Paquiez,Nimes,FRA,DF,24,20,14,1329,14.8,0,0,0,0,0,0,5,0,0.1,0.1,0.3,0.4,10,40,30
Umut Bozok,Nimes,TUR,FW,21,25,14,1235,13.7,2,3,5,2,0,2,1,0,4.3,2.7,2.0,4.7,14,15,74
Florian Miguel,Nimes,FRA,DF,21,13,12,1117,12.4,0,1,1,0,0,0,2,1,1.2,1.2,1.1,2.3,13,16,19
Rachid Alioui,Nimes,MAR,FW,26,27,11,1252,13.9,5,0,5,5,0,0,1,0,5.4,5.4,1.2,6.6,24,22,79
Mustapha Diallo,Nimes,SEN,MF,32,7,6,455,5.1,0,1,1,0,0,0,5,0,0.4,0.4,0.1,0.4,0,14,2
Clément Depres,Nimes,FRA,FW,23,17,4,441,4.9,4,0,4,4,0,0,1,0,2.3,2.3,0.2,2.4,9,13,31
Féthi Harek,Nimes,ALG,DF,35,3,2,177,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0
Pierrick Valdivia,Nimes,FRA,MF,30,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Théo Sainte-Luce,Nimes,FRA,MF,19,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0
Hamari Traoré,Rennes,MLI,DF,26,34,33,2972,33.0,0,2,2,0,0,0,7,0,2.0,2.0,3.3,5.3,97,168,142
Tomáš Koubek,Rennes,CZE,GK,25,33,32,2925,32.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0
Damien Da Silva,Rennes,FRA,DF,30,33,32,2874,31.9,2,1,3,2,0,0,4,0,2.1,2.1,0.2,2.3,21,74,5
Ismaila Sarr,Rennes,SEN,"FW,MF",20,35,32,2788,31.0,8,6,14,7,1,1,6,0,6.0,5.2,6.1,11.3,163,93,272
Clément Grenier,Rennes,FRA,MF,27,33,29,2668,29.6,2,5,7,2,0,1,6,0,3.8,2.9,5.3,8.2,41,225,62
Mexer,Rennes,MOZ,DF,29,29,29,2469,27.4,0,0,0,0,0,0,3,0,0.6,0.6,0.2,0.8,4,41,2
Benjamin André,Rennes,FRA,MF,27,30,28,2495,27.7,3,1,4,3,0,0,8,1,3.0,3.0,0.8,3.9,52,185,86
Benjamin Bourigeaud,Rennes,FRA,"MF,FW",24,34,28,2425,26.9,6,5,11,4,2,3,5,0,6.5,4.2,2.4,6.6,53,123,167
Ramy Bensebaini,Rennes,ALG,DF,23,25,24,2152,23.9,1,0,1,1,0,0,9,0,1.2,1.2,1.1,2.3,61,92,93
Hatem Ben Arfa,Rennes,FRA,"FW,MF",31,26,23,2033,22.6,7,2,9,5,2,3,1,0,7.0,4.6,4.7,9.3,121,112,114
M'Baye Niang,Rennes,SEN,"FW,MF",23,29,19,1793,19.9,11,4,15,9,2,2,5,0,7.8,6.3,1.7,8.0,63,44,115
Romain Del Castillo,Rennes,FRA,"MF,FW",22,29,15,1343,14.9,0,3,3,0,0,0,1,0,0.8,0.8,3.0,3.8,69,49,151
Adrien Hunou,Rennes,FRA,"FW,MF",24,19,14,1240,13.8,7,1,8,7,0,0,1,0,7.7,7.6,0.5,8.1,18,16,78
James Lea Siliki,Rennes,CMR,"MF,FW",22,24,14,1220,13.6,0,3,3,0,0,0,2,0,1.5,1.5,3.5,5.0,37,58,75
Mehdi Zeffane,Rennes,ALG,"DF,MF",26,20,14,1214,13.5,1,0,1,1,0,0,4,0,0.6,0.6,0.8,1.4,31,54,61
Jérémy Gélin,Rennes,FRA,"DF,MF",21,22,12,1278,14.2,0,0,0,0,0,0,3,1,0.9,0.9,0.1,1.0,5,79,1
Jakob Johansson,Rennes,SWE,MF,28,16,7,712,7.9,1,0,1,1,0,0,0,0,0.6,0.6,0.5,1.0,10,38,3
Jordan Pefok,Rennes,USA,FW,22,15,7,608,6.8,3,1,4,3,0,0,0,0,4.2,4.2,0.2,4.3,3,4,36
Souleyman Doumbia,Rennes,CIV,DF,21,7,7,605,6.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,13,26,22
Gerzino Nyamsi,Rennes,FRA,DF,21,8,6,539,6.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,6,13,1
Abdoulaye Diallo,Rennes,SEN,GK,26,6,6,495,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Eduardo Camavinga,Rennes,FRA,MF,15,7,4,364,4.0,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,9,18,6
Diafra Sakho,Rennes,SEN,FW,28,2,2,144,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,1,16
Ludovic Baal,Rennes,GUF,DF,32,2,1,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,2
Denis-Will Poha,Rennes,FRA,MF,21,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2
Sacha Boey,Rennes,FRA,DF,17,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Armand Lauriente,Rennes,FRA,MF,19,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,2
Nicolas Janvier,Rennes,FRA,MF,19,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0
Matz Sels,Strasbourg,BEL,GK,26,37,37,3330,37.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0
Kenny Lala,Strasbourg,MAD,"DF,FW",26,34,34,3060,34.0,5,9,14,4,1,2,4,0,3.1,1.3,4.8,6.2,132,189,169
Stefan Mitrović,Strasbourg,SRB,DF,28,34,34,3026,33.6,0,0,0,0,0,0,8,2,1.3,1.3,0.3,1.7,6,50,0
Pablo Martinez,Strasbourg,FRA,DF,29,32,32,2815,31.3,3,1,4,3,0,0,7,0,1.3,1.3,0.6,1.9,28,148,7
Ibrahima Sissoko,Strasbourg,MLI,MF,20,32,30,2665,29.6,3,2,5,3,0,0,9,0,1.5,1.5,2.3,3.8,58,141,76
Adrien Thomasson,Strasbourg,FRA,"MF,FW",24,34,28,2479,27.5,5,8,13,5,0,0,5,1,4.5,4.4,3.7,8.1,47,104,193
Anthony Caci,Strasbourg,FRA,DF,21,29,26,2298,25.5,0,1,1,0,0,0,1,0,0.2,0.2,0.7,0.8,32,94,51
Lamine Koné,Strasbourg,CIV,DF,29,27,23,2152,23.9,1,1,2,1,0,0,2,0,0.7,0.7,0.7,1.4,33,91,6
Jonas Martin,Strasbourg,FRA,MF,28,23,23,2059,22.9,3,1,4,1,2,3,9,0,3.9,1.5,1.7,3.2,46,153,46
Nuno da Costa,Strasbourg,CPV,FW,27,34,22,2052,22.8,8,5,13,7,1,1,3,0,5.4,4.7,3.0,7.7,32,41,180
Lionel Carole,Strasbourg,FRA,"DF,FW",27,23,20,1727,19.2,0,3,3,0,0,0,2,0,0.5,0.5,1.6,2.1,53,97,99
Lebo Mothiba,Strasbourg,RSA,FW,22,32,18,1771,19.7,9,2,11,8,1,1,3,0,7.0,6.2,1.4,7.6,28,22,164
Ludovic Ajorque,Strasbourg,FRA,FW,24,25,18,1531,17.0,9,1,10,9,0,0,5,0,5.7,5.7,1.0,6.7,11,25,126
Dimitri Liénard,Strasbourg,FRA,"MF,DF",30,22,15,1291,14.3,0,2,2,0,0,0,1,0,1.0,1.0,0.9,1.9,35,58,68
Anthony Gonçalves,Strasbourg,FRA,"MF,FW",32,18,12,1058,11.8,5,2,7,5,0,0,3,0,1.5,1.5,1.3,2.7,50,45,77
Sanjin Prcić,Strasbourg,BIH,MF,24,13,12,1053,11.7,2,1,3,2,0,0,1,0,0.5,0.5,1.3,1.8,19,104,11
Youssouf Fofana,Strasbourg,FRA,MF,19,17,10,912,10.1,2,1,3,2,0,0,0,0,1.2,1.2,0.6,1.8,21,27,21
Benjamin Corgnet,Strasbourg,FRA,"MF,FW",31,17,6,671,7.5,1,2,3,1,0,0,0,0,1.6,1.6,1.0,2.6,9,24,45
Kévin Zohi,Strasbourg,MLI,"FW,MF",21,20,6,627,7.0,1,1,2,1,0,0,0,0,1.0,1.0,0.4,1.4,23,22,68
Abdallah N'dour,Strasbourg,SEN,DF,24,4,4,292,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,5,10
Ismael Aaneba,Strasbourg,FRA,DF,19,3,3,204,2.3,0,0,0,0,0,0,3,0,0.0,0.0,0.4,0.4,3,8,8
Samuel Grandsir,Strasbourg,FRA,"MF,FW",21,8,2,237,2.6,0,0,0,0,0,0,0,1,0.0,0.0,0.4,0.4,9,6,21
Jérémy Grimm,Strasbourg,FRA,MF,31,5,2,168,1.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,1,6,3
Eiji Kawashima,Strasbourg,JPN,GK,35,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Idriss Saadi,Strasbourg,ALG,"FW,MF",26,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Mootaz Zemzemi,Strasbourg,TUN,"FW,MF",18,2,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Valentin Rongier,Nantes,FRA,MF,23,36,36,3226,35.8,4,5,9,3,1,2,3,0,6.0,4.4,5.6,9.9,72,232,126
Diego Carlos,Nantes,BRA,DF,25,35,35,3148,35.0,1,0,1,1,0,0,8,0,2.0,2.0,0.5,2.4,20,138,9
Abdoulaye Touré,Nantes,GUI,MF,24,34,30,2749,30.5,3,1,4,3,0,0,4,1,2.2,2.2,1.8,4.0,38,146,55
Lucas Lima,Nantes,BRA,"DF,FW",26,31,28,2496,27.7,0,4,4,0,0,0,6,0,1.0,1.0,5.0,5.9,83,154,177
Ciprian Tătărușanu,Nantes,ROU,GK,32,27,27,2390,26.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Abdul Majeed Waris,Nantes,GHA,"FW,MF",26,33,25,2246,25.0,5,3,8,4,1,1,3,0,5.7,4.9,2.6,7.5,70,54,239
Nicolas Pallois,Nantes,FRA,DF,30,24,24,2160,24.0,2,0,2,2,0,0,8,0,1.3,1.3,0.1,1.4,22,90,7
Enock Kwateng,Nantes,FRA,DF,21,30,22,2040,22.7,0,1,1,0,0,0,4,0,0.5,0.5,1.6,2.0,37,114,108
Kalifa Coulibaly,Nantes,MLI,FW,26,32,19,1751,19.5,8,2,10,7,1,1,6,1,9.5,8.7,1.5,10.3,32,31,132
Samuel Moutoussamy,Nantes,COD,"MF,FW",21,28,19,1648,18.3,2,3,5,2,0,0,0,0,2.3,2.3,1.9,4.2,38,61,93
Andrei Girotto,Nantes,BRA,MF,26,20,18,1475,16.4,2,0,2,2,0,0,6,3,1.1,1.1,0.4,1.5,17,81,10
Emiliano Sala,Nantes,ARG,FW,27,19,16,1369,15.2,12,2,14,10,2,2,0,0,6.5,4.9,1.7,6.6,15,26,99
Fábio,Nantes,BRA,"DF,FW",28,20,15,1276,14.2,0,2,2,0,0,0,4,1,0.1,0.1,1.0,1.0,44,47,55
Gabriel Boschilia,Nantes,BRA,"FW,MF",22,29,14,1319,14.7,4,4,8,4,0,0,1,0,4.4,4.4,1.6,6.0,39,44,82
Charles Traore,Nantes,MLI,"DF,FW",26,13,13,1163,12.9,0,0,0,0,0,0,3,0,0.2,0.2,1.1,1.3,27,46,34
Anthony Limbombe,Nantes,BEL,FW,24,29,12,1237,13.7,1,1,2,1,0,0,2,0,2.5,2.5,3.3,5.8,53,32,125
Rene Krhin,Nantes,SVN,MF,28,16,12,1057,11.7,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,7,42,0
Maxime Dupé,Nantes,FRA,GK,25,11,10,940,10.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0
Edgar Ié,Nantes,GNB,DF,24,9,9,776,8.6,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,7,21,9
Lucas Evangelista,Nantes,BRA,"FW,MF",23,14,9,720,8.0,1,0,1,1,0,0,0,0,0.8,0.8,0.1,0.9,14,34,61
Matt Miazga,Nantes,USA,DF,23,8,8,720,8.0,0,0,0,0,0,0,5,0,0.3,0.3,0.3,0.6,1,32,0
Kara Mbodji,Nantes,SEN,DF,28,6,6,506,5.6,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,5,17,1
Valentin Eysseric,Nantes,FRA,"MF,FW",26,5,3,209,2.3,1,0,1,0,1,2,1,0,1.9,0.4,0.3,0.7,6,6,13
Abdoulaye Dabo,Nantes,FRA,FW,17,2,2,116,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,2,6,5
Randal Kolo Muani,Nantes,FRA,FW,19,6,1,122,1.4,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,3,4,15
Thomas Basila,Nantes,FRA,DF,19,2,1,92,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0
Koffi Djidji,Nantes,CIV,DF,25,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0
Alexandre Olliero,Nantes,FRA,GK,22,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Anthony Walongwa,Nantes,,DF,24,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,0
Imran Louza,Nantes,MAR,MF,19,1,1,88,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,4,0
Antonio Mance,Nantes,CRO,FW,22,5,0,50,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,6
Elie Youan,Nantes,FRA,FW,19,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3
Alexis Alegue,Nantes,FRA,FW,21,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Baptiste Santamaria,Angers,FRA,MF,23,38,37,3245,36.1,1,0,1,1,0,0,2,0,1.4,1.4,0.5,1.9,37,140,20
Ludovic Butelle,Angers,FRA,GK,35,36,36,3239,36.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0
Flavien Tait,Angers,FRA,"MF,FW",25,36,34,2985,33.2,5,7,12,5,0,1,2,0,7.0,6.1,9.3,15.5,184,159,279
Vincent Manceau,Angers,FRA,DF,29,31,31,2790,31.0,1,1,2,1,0,0,2,0,0.8,0.8,1.2,2.0,45,130,98
Stéphane Bahoken,Angers,CMR,FW,26,32,31,2469,27.4,11,1,12,9,2,3,3,0,9.5,7.1,2.7,9.8,31,32,173
Ismaël Traoré,Angers,CIV,DF,31,30,29,2636,29.3,3,1,4,3,0,0,2,1,3.6,3.6,0.1,3.8,18,66,5
Abdoulaye Bamba,Angers,CIV,DF,28,30,29,2573,28.6,0,4,4,0,0,0,6,0,0.2,0.2,1.9,2.1,60,90,79
Jeff Reine-Adélaïde,Angers,FRA,"FW,MF",20,35,29,2556,28.4,3,3,6,3,0,1,2,0,5.5,4.7,3.0,7.7,135,136,145
Mateo Pavlović,Angers,BIH,DF,28,30,28,2490,27.7,2,1,3,2,0,0,7,1,3.6,3.6,0.2,3.8,1,31,4
Romain Thomas,Angers,FRA,DF,30,28,27,2394,26.6,2,1,3,2,0,0,4,0,1.7,1.7,1.0,2.6,9,70,3
Cheikh N'Doye,Angers,SEN,MF,32,27,26,2334,25.9,0,3,3,0,0,0,4,0,2.8,2.3,1.7,3.9,23,94,91
Pierrick Capelle,Angers,FRA,"DF,MF",31,26,21,1842,20.5,3,3,6,3,0,0,2,0,2.7,2.7,3.3,6.1,45,74,74
Angelo Fulgini,Angers,FRA,"MF,FW",21,31,18,1635,18.2,4,1,5,4,0,0,1,0,3.1,3.1,3.6,6.7,43,87,127
Thomas Mangani,Angers,FRA,MF,31,29,18,1598,17.8,3,0,3,0,3,4,2,1,3.9,0.8,3.1,3.8,16,125,42
Vincent Pajot,Angers,FRA,MF,27,13,10,713,7.9,0,0,0,0,0,0,2,0,0.9,0.9,0.7,1.5,6,30,17
Théo Pellenard,Angers,FRA,DF,24,6,6,495,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,20,28,30
Wilfried Kanga,Angers,CIV,FW,20,18,4,493,5.5,2,0,2,2,0,0,3,0,2.2,2.2,0.2,2.5,7,4,46
Cristian López,Angers,ESP,FW,29,19,2,372,4.1,2,0,2,2,0,1,2,0,2.1,1.3,0.6,1.9,2,6,24
Zacharie Boucher,Angers,FRA,GK,26,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Farid El Melali,Angers,ALG,"MF,FW",21,18,0,328,3.6,0,1,1,0,0,0,1,0,0.4,0.4,0.2,0.6,13,12,34
Harrison Manzala,Angers,COD,"MF,FW",24,8,0,74,0.8,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,2,2,11
Rayan Aït-Nouri,Angers,ALG,"DF,MF",17,3,0,57,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3,2
Elhadji Pape Diaw,Angers,SEN,DF,23,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0
Yoann Andreu,Angers,FRA,DF,29,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Benoît Costil,Bordeaux,FRA,GK,31,37,37,3330,37.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0
Jules Koundé,Bordeaux,FRA,DF,19,37,37,3330,37.0,0,1,1,0,0,0,4,0,1.0,1.0,0.8,1.8,32,149,3
Otávio,Bordeaux,BRA,MF,24,33,33,2875,31.9,0,2,2,0,0,0,4,0,0.8,0.8,0.4,1.2,20,151,20
